SecurityID,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7
600036.SH,0.5263088542388962,-0.08308238338506253,-0.3651533347371062,-0.3273580117010655,-0.5725410142461421,-0.08048859432275192,-0.2777023097858858,0.2533690631387823
600037.SH,0.8323625686443215,0.12551621397222876,-0.2800262642407443,0.131132280331549,-0.3081020011707306,0.20286982607993945,-0.02911468773754361,-0.24264619560000844
600038.SH,0.734872968526755,-0.02902062149421923,0.12005183518628981,0.13214830151333304,-0.16435612225916105,0.02846276097659801,0.24300638403098243,-0.5834112962276417
600039.SH,0.7998362503365268,-0.46289383099849407,-0.2222140469067783,-0.10097590729639541,-0.19387119742825715,-0.18296355212244625,-0.10792921434176676,-0.060873963795402074
600040.SH,0.7559304605356594,0.1493591834968133,-0.24371386698852215,-0.33292438292188037,-0.3286568554457127,0.08837820221478905,0.1521040692833857,-0.311551273921886
600041.SH,0.7468158842295085,0.3808258425924462,-0.1745116413235749,-0.4533327353836773,-0.16781023591056135,-0.010540781623467726,0.18017175281576617,0.02322900949369462
600042.SH,0.6787062944080916,-0.2544470974134152,0.2272443818798043,-0.03454105801797376,-0.5293643168704973,0.3473135908866675,-0.011211335063979698,-0.14423017139112418
600043.SH,0.8674028064744962,0.1635173808697831,-0.14360422390086874,0.13694981857042415,0.13989487893187005,-0.043315370709396804,-0.025030191690778972,0.3992789783570866
600044.SH,0.7547235061281449,-0.09251747087813184,-0.4831144852825037,0.011846010725243532,0.3421463093770071,-0.022601273500940534,-0.22191519343826452,-0.14653240377868468
600045.SH,0.74904142801038,0.015726434197053395,-0.09424122413491555,0.5675624041495176,-0.19081100906243972,-0.24386171414930694,0.1037044208298093,0.03239048863906969
600046.SH,0.6756635567682902,-0.14503707759027307,-0.051034716586897275,0.217630389638839,-0.47637923084172185,-0.09685238076708254,-0.23995865144400733,-0.42258462554547543
600047.SH,0.7648225708661133,0.12697887062268784,-0.01918169753922943,-0.48757224302186103,-0.03662609481253078,0.11275832688779512,-0.1555941421464556,0.35008959374599785
600048.SH,0.7703339962649375,0.4555679623233475,-0.019055483938297205,-0.15628662007569505,-0.21848909185894316,0.09067576035939869,0.11042951633515931,-0.32573070466893195
600049.SH,0.3768361933260325,-0.2524666001634981,-0.4810419930893006,0.13769867808394876,0.6484062815108551,0.2050685113547508,-0.1649678822982342,0.23279727596791902
